MLII,V5
-0.355,-0.355
-0.355,-0.335
-0.335,-0.32
-0.33,-0.305
-0.32,-0.295
-0.32,-0.305
-0.325,-0.3
-0.31,-0.285
-0.305,-0.26
-0.285,-0.255
-0.285,-0.24
-0.28,-0.245
-0.285,-0.235
-0.28,-0.225
-0.27,-0.205
-0.255,-0.215
-0.25,-0.205
-0.25,-0.205
-0.255,-0.22
-0.26,-0.205
-0.24,-0.195
-0.23,-0.18
-0.225,-0.18
-0.235,-0.2
-0.24,-0.21
-0.235,-0.2
-0.235,-0.185
-0.22,-0.195
-0.22,-0.185
-0.24,-0.2
-0.25,-0.195
-0.24,-0.19
-0.245,-0.2
-0.235,-0.2
-0.235,-0.205
-0.24,-0.21
-0.255,-0.21
-0.24,-0.19
-0.25,-0.19
-0.235,-0.19
-0.235,-0.2
-0.235,-0.215
-0.24,-0.215
-0.245,-0.2
-0.245,-0.195
-0.225,-0.2
-0.235,-0.205
-0.235,-0.22
-0.255,-0.215
-0.25,-0.215
-0.25,-0.21
-0.24,-0.21
-0.25,-0.2
-0.25,-0.215
-0.26,-0.225
-0.255,-0.22
-0.25,-0.215
-0.24,-0.21
-0.255,-0.21
-0.265,-0.215
-0.27,-0.225
-0.265,-0.22
-0.255,-0.22
-0.245,-0.215
-0.25,-0.225
-0.26,-0.23
-0.28,-0.235
-0.265,-0.225
-0.26,-0.21
-0.255,-0.21
-0.26,-0.22
-0.275,-0.235
-0.275,-0.24
-0.275,-0.225
-0.285,-0.22
-0.27,-0.22
-0.275,-0.215
-0.28,-0.235
-0.29,-0.24
-0.285,-0.24
-0.28,-0.23
-0.28,-0.23
-0.275,-0.225
-0.285,-0.24
-0.295,-0.235
-0.3,-0.23
-0.27,-0.225
-0.275,-0.22
-0.28,-0.225
-0.29,-0.25
-0.28,-0.24
-0.29,-0.235
-0.28,-0.22
-0.27,-0.205
-0.28,-0.22
-0.285,-0.235
-0.3,-0.23
-0.31,-0.235
-0.3,-0.21
-0.285,-0.21
-0.29,-0.22
-0.29,-0.24
-0.3,-0.24
-0.305,-0.235
-0.29,-0.23
-0.29,-0.225
-0.28,-0.23
-0.29,-0.23
-0.29,-0.23
-0.275,-0.215
-0.255,-0.21
-0.245,-0.21
-0.245,-0.225
-0.25,-0.23
-0.245,-0.24
-0.235,-0.235
-0.215,-0.205
-0.2,-0.21
-0.195,-0.215
-0.2,-0.22
-0.215,-0.225
-0.21,-0.22
-0.205,-0.205
-0.19,-0.2
-0.195,-0.19
-0.2,-0.205
-0.19,-0.19
-0.185,-0.19
-0.175,-0.16
-0.16,-0.16
-0.15,-0.16
-0.17,-0.17
-0.175,-0.17
-0.18,-0.155
-0.18,-0.145
-0.165,-0.145
-0.165,-0.155
-0.17,-0.165
-0.19,-0.185
-0.215,-0.15
-0.2,-0.145
-0.18,-0.15
-0.15,-0.17
-0.155,-0.185
-0.195,-0.19
-0.235,-0.195
-0.25,-0.19
-0.255,-0.19
-0.255,-0.2
-0.285,-0.22
-0.285,-0.215
-0.29,-0.22
-0.305,-0.205
-0.285,-0.205
-0.3,-0.215
-0.305,-0.215
-0.315,-0.23
-0.31,-0.22
-0.31,-0.215
-0.3,-0.2
-0.315,-0.21
-0.31,-0.23
-0.32,-0.235
-0.32,-0.225
-0.31,-0.215
-0.31,-0.215
-0.305,-0.215
-0.315,-0.23
-0.325,-0.235
-0.335,-0.225
-0.325,-0.22
-0.31,-0.23
-0.32,-0.245
-0.335,-0.28
-0.355,-0.3
-0.395,-0.31
-0.425,-0.335
-0.445,-0.35
-0.465,-0.345
-0.505,-0.295
-0.56,-0.205
-0.565,-0.095
-0.48,0.0
-0.36,0.05
-0.26,0.105
-0.15,0.175
0.015,0.25
0.27,0.335
0.535,0.42
0.72,0.495
0.83,0.525
0.91,0.4
0.94,0.125
0.845,-0.175
0.615,-0.37
0.265,-0.415
-0.09,-0.37
-0.345,-0.32
-0.48,-0.3
-0.525,-0.28
-0.49,-0.26
-0.41,-0.265
-0.38,-0.255
-0.385,-0.27
-0.415,-0.265
-0.42,-0.265
-0.4,-0.26
-0.39,-0.25
-0.385,-0.26
-0.38,-0.265
-0.39,-0.275
-0.395,-0.27
-0.385,-0.255
-0.37,-0.245
-0.385,-0.255
-0.395,-0.26
-0.395,-0.26
-0.385,-0.25
-0.375,-0.24
-0.365,-0.25
-0.37,-0.25
-0.375,-0.26
-0.395,-0.25
-0.385,-0.255
-0.365,-0.245
-0.36,-0.25
-0.37,-0.265
-0.385,-0.26
-0.39,-0.265
-0.405,-0.24
-0.395,-0.24
-0.38,-0.235
-0.385,-0.24
-0.395,-0.255
-0.405,-0.26
-0.41,-0.26
-0.4,-0.24
-0.405,-0.245
-0.405,-0.255
-0.405,-0.26
-0.42,-0.255
-0.415,-0.25
-0.405,-0.24
-0.38,-0.24
-0.38,-0.25
-0.385,-0.245
-0.39,-0.245
-0.39,-0.235
-0.37,-0.235
-0.355,-0.235
-0.36,-0.24
-0.385,-0.26
-0.39,-0.27
-0.395,-0.255
-0.4,-0.25
-0.39,-0.245
-0.375,-0.255
-0.375,-0.275
-0.385,-0.28
-0.395,-0.26
-0.38,-0.26
-0.385,-0.255
-0.39,-0.27
-0.385,-0.28
-0.395,-0.27
-0.39,-0.275
-0.38,-0.27
-0.38,-0.27
-0.375,-0.29
-0.385,-0.31
-0.39,-0.315
-0.4,-0.32
-0.39,-0.315
-0.39,-0.32
-0.395,-0.325
-0.4,-0.33
-0.41,-0.34
-0.41,-0.34
-0.41,-0.345
-0.39,-0.345
-0.41,-0.335
-0.42,-0.35
-0.425,-0.365
-0.415,-0.36
-0.42,-0.34
-0.415,-0.325
-0.42,-0.315
-0.425,-0.33
-0.425,-0.32
-0.415,-0.305
-0.395,-0.295
-0.38,-0.29
-0.375,-0.26
-0.38,-0.25
-0.375,-0.245
-0.37,-0.235
-0.345,-0.225
-0.32,-0.22
-0.32,-0.225
-0.335,-0.23
-0.345,-0.205
-0.335,-0.21
-0.31,-0.19
-0.295,-0.19
-0.305,-0.205
-0.305,-0.205
-0.305,-0.21
-0.3,-0.2
-0.305,-0.195
-0.29,-0.2
-0.31,-0.21
-0.305,-0.21
-0.315,-0.21
-0.325,-0.205
-0.31,-0.19
-0.3,-0.2
-0.305,-0.19
-0.295,-0.21
-0.305,-0.205
-0.305,-0.2
-0.305,-0.19
-0.29,-0.205
-0.295,-0.215
-0.31,-0.21
-0.32,-0.22
-0.315,-0.215
-0.3,-0.195
-0.31,-0.2
-0.32,-0.21
-0.335,-0.205
-0.335,-0.22
-0.345,-0.22
-0.325,-0.21
-0.31,-0.21
-0.325,-0.215
-0.335,-0.22
-0.345,-0.24
-0.365,-0.23
-0.36,-0.21
-0.34,-0.215
-0.34,-0.21
-0.34,-0.23
-0.335,-0.23
-0.34,-0.21
-0.33,-0.205
-0.335,-0.2
-0.335,-0.225
-0.34,-0.235
-0.35,-0.24
-0.37,-0.24
-0.35,-0.215
-0.35,-0.22
-0.355,-0.23
-0.355,-0.245
-0.365,-0.25
-0.365,-0.245
-0.375,-0.215
-0.36,-0.22
-0.365,-0.215
-0.375,-0.235
-0.36,-0.24
-0.365,-0.23
-0.365,-0.23
-0.36,-0.235
-0.37,-0.23
-0.385,-0.24
-0.37,-0.24
-0.36,-0.235
-0.355,-0.235
-0.34,-0.225
-0.345,-0.225
-0.345,-0.24
-0.36,-0.24
-0.365,-0.245
-0.37,-0.24
-0.355,-0.22
-0.365,-0.215
-0.37,-0.23
-0.375,-0.26
-0.385,-0.25
-0.37,-0.23
-0.36,-0.23
-0.365,-0.23
-0.365,-0.23
-0.37,-0.23
-0.37,-0.225
-0.36,-0.225
-0.345,-0.23
-0.355,-0.23
-0.35,-0.255
-0.365,-0.25
-0.355,-0.24
-0.35,-0.23
-0.335,-0.235
-0.34,-0.24
-0.32,-0.24
-0.325,-0.255
-0.325,-0.235
-0.3,-0.245
-0.285,-0.23
-0.3,-0.23
-0.305,-0.24
-0.305,-0.22
-0.29,-0.215
-0.28,-0.21
-0.255,-0.205
-0.255,-0.205
-0.26,-0.21
-0.265,-0.225
-0.26,-0.22
-0.25,-0.19
-0.25,-0.185
-0.265,-0.18
-0.28,-0.185
-0.285,-0.2
-0.29,-0.19
-0.28,-0.19
-0.29,-0.19
-0.29,-0.205
-0.315,-0.215
-0.305,-0.225
-0.285,-0.235
-0.285,-0.23
-0.295,-0.22
-0.32,-0.235
-0.335,-0.25
-0.355,-0.25
-0.39,-0.245
-0.405,-0.24
-0.39,-0.25
-0.39,-0.24
-0.395,-0.24
-0.405,-0.25
-0.405,-0.25
-0.4,-0.245
-0.385,-0.255
-0.405,-0.26
-0.415,-0.26
-0.42,-0.26
-0.41,-0.265
-0.41,-0.25
-0.4,-0.245
-0.4,-0.255
-0.415,-0.265
-0.405,-0.27
-0.415,-0.27
-0.405,-0.255
-0.395,-0.265
-0.41,-0.26
-0.415,-0.28
-0.425,-0.305
-0.445,-0.325
-0.48,-0.315
-0.5,-0.32
-0.555,-0.36
-0.545,-0.41
-0.575,-0.405
-0.635,-0.375
-0.665,-0.34
-0.67,-0.285
-0.645,-0.21
-0.61,-0.15
-0.555,-0.08
-0.455,-0.025
-0.35,0.025
-0.23,0.12
-0.035,0.24
0.225,0.34
0.49,0.375
0.7,0.29
0.81,0.035
0.765,-0.245
0.49,-0.4
0.095,-0.43
-0.27,-0.365
-0.515,-0.315
-0.59,-0.3
-0.56,-0.28
-0.52,-0.295
-0.485,-0.29
-0.485,-0.29
-0.485,-0.29
-0.475,-0.275
-0.465,-0.275
-0.47,-0.27
-0.46,-0.29
-0.475,-0.29
-0.475,-0.285
-0.47,-0.275
-0.455,-0.27
-0.465,-0.265
-0.47,-0.285
-0.47,-0.29
-0.47,-0.285
-0.45,-0.26
-0.455,-0.25
-0.435,-0.265
-0.445,-0.265
-0.45,-0.275
-0.465,-0.275
-0.455,-0.25
-0.445,-0.265
-0.45,-0.26
-0.46,-0.275
-0.455,-0.265
-0.47,-0.265
-0.46,-0.25
-0.455,-0.25
-0.455,-0.26
-0.46,-0.26
-0.47,-0.275
-0.465,-0.255
-0.47,-0.24
-0.455,-0.255
-0.455,-0.255
-0.46,-0.265
-0.465,-0.26
-0.47,-0.26
-0.46,-0.25
-0.45,-0.24
-0.45,-0.25
-0.45,-0.25
-0.45,-0.25
-0.45,-0.24
-0.435,-0.235
-0.43,-0.24
-0.435,-0.245
-0.43,-0.25
-0.45,-0.265
-0.46,-0.26
-0.445,-0.245
-0.445,-0.24
-0.445,-0.24
-0.44,-0.25
-0.445,-0.265
-0.455,-0.26
-0.455,-0.255
-0.44,-0.255
-0.45,-0.265
-0.45,-0.27
-0.455,-0.27
-0.46,-0.255
-0.445,-0.255
-0.44,-0.265
-0.44,-0.265
-0.445,-0.295
-0.45,-0.3
-0.45,-0.28
-0.44,-0.28
-0.445,-0.295
-0.45,-0.3
-0.465,-0.33
-0.455,-0.335
-0.465,-0.32
-0.46,-0.325
-0.455,-0.32
-0.47,-0.34
-0.475,-0.34
-0.465,-0.355
-0.485,-0.36
-0.475,-0.355
-0.48,-0.355
-0.5,-0.37
-0.49,-0.375
-0.51,-0.37
-0.505,-0.375
-0.495,-0.355
-0.485,-0.345
-0.495,-0.345
-0.505,-0.345
-0.5,-0.345
-0.5,-0.33
-0.47,-0.31
-0.455,-0.285
-0.44,-0.28
-0.43,-0.27
-0.43,-0.265
-0.415,-0.25
-0.395,-0.225
-0.375,-0.21
-0.36,-0.2
-0.365,-0.21
-0.365,-0.225
-0.35,-0.205
-0.34,-0.19
-0.33,-0.17
-0.33,-0.18
-0.325,-0.195
-0.325,-0.185
-0.33,-0.175
-0.32,-0.16
-0.31,-0.16
-0.315,-0.16
-0.32,-0.175
-0.33,-0.18
-0.33,-0.165
-0.32,-0.155
-0.315,-0.16
-0.32,-0.15
-0.325,-0.17
-0.33,-0.18
-0.315,-0.17
-0.305,-0.16
-0.3,-0.165
-0.3,-0.165
-0.3,-0.18
-0.31,-0.19
-0.305,-0.165
-0.3,-0.16
-0.29,-0.16
-0.3,-0.175
-0.305,-0.18
-0.31,-0.195
-0.32,-0.17
-0.31,-0.175
-0.3,-0.16
-0.31,-0.16
-0.315,-0.175
-0.32,-0.18
-0.32,-0.175
-0.31,-0.18
-0.3,-0.165
-0.31,-0.165
-0.31,-0.175
-0.33,-0.18
-0.33,-0.175
-0.315,-0.165
-0.305,-0.175
-0.315,-0.17
-0.325,-0.18
-0.33,-0.195
-0.325,-0.185
-0.32,-0.175
-0.315,-0.16
-0.31,-0.165
-0.315,-0.185
-0.315,-0.205
-0.325,-0.195
-0.32,-0.18
-0.305,-0.165
-0.305,-0.185
-0.325,-0.185
-0.325,-0.195
-0.33,-0.185
-0.315,-0.185
-0.315,-0.18
-0.32,-0.175
-0.32,-0.19
-0.335,-0.19
-0.335,-0.185
-0.325,-0.165
-0.31,-0.17
-0.33,-0.175
-0.335,-0.185
-0.335,-0.19
-0.335,-0.17
-0.32,-0.16
-0.32,-0.155
-0.315,-0.175
-0.33,-0.175
-0.335,-0.18
-0.32,-0.185
-0.32,-0.165
-0.305,-0.165
-0.31,-0.16
-0.31,-0.18
-0.33,-0.18
-0.33,-0.165
-0.32,-0.165
-0.315,-0.16
-0.305,-0.16
-0.32,-0.175
-0.315,-0.175
-0.335,-0.17
-0.315,-0.16
-0.315,-0.155
-0.31,-0.16
-0.31,-0.17
-0.315,-0.175
-0.315,-0.175
-0.305,-0.16
-0.31,-0.165
-0.3,-0.16
-0.31,-0.16
-0.32,-0.17
-0.32,-0.155
-0.305,-0.155
-0.3,-0.15
-0.29,-0.16
-0.31,-0.165
-0.3,-0.185
-0.285,-0.165
-0.265,-0.155
-0.24,-0.145
-0.215,-0.145
-0.225,-0.15
-0.24,-0.155
-0.23,-0.155
-0.225,-0.135
-0.215,-0.135
-0.205,-0.125
-0.2,-0.13
-0.205,-0.125
-0.2,-0.125
-0.18,-0.11
-0.185,-0.105
-0.18,-0.11
-0.19,-0.115
-0.205,-0.105
-0.205,-0.1
-0.21,-0.08
-0.19,-0.1
-0.2,-0.09
-0.2,-0.105
-0.215,-0.105
-0.225,-0.105
-0.21,-0.09
-0.18,-0.1
-0.17,-0.1
-0.165,-0.12
-0.2,-0.125
-0.225,-0.135
-0.23,-0.12
-0.24,-0.12
-0.26,-0.125
-0.28,-0.14
-0.31,-0.145
-0.31,-0.14
-0.31,-0.135
-0.3,-0.135
-0.315,-0.145
-0.31,-0.165
-0.315,-0.16
-0.315,-0.155
-0.325,-0.14
-0.305,-0.15
-0.32,-0.145
-0.34,-0.16
-0.335,-0.16
-0.325,-0.15
-0.31,-0.15
-0.305,-0.135
-0.31,-0.145
-0.32,-0.15
-0.325,-0.15
-0.33,-0.155
-0.32,-0.145
-0.31,-0.15
-0.31,-0.14
-0.32,-0.16
-0.325,-0.17
-0.325,-0.15
-0.315,-0.14
-0.325,-0.15
-0.33,-0.18
-0.325,-0.195
-0.35,-0.23
-0.38,-0.255
-0.41,-0.24
-0.425,-0.265
-0.445,-0.275
-0.475,-0.255
-0.51,-0.19
-0.545,-0.075
-0.52,0.025
-0.44,0.11
-0.345,0.185
-0.21,0.265
-0.08,0.37
0.13,0.475
0.4,0.58
0.655,0.605
0.835,0.47
0.895,0.215
0.845,-0.075
0.625,-0.25
0.29,-0.275
-0.075,-0.23
-0.375,-0.215
-0.5,-0.22
-0.515,-0.21
-0.47,-0.185
-0.405,-0.175
-0.38,-0.185
-0.375,-0.19
-0.385,-0.195
-0.38,-0.205
-0.39,-0.19
-0.37,-0.175
-0.355,-0.175
-0.355,-0.18
-0.385,-0.185
-0.39,-0.19
-0.38,-0.19
-0.37,-0.17
-0.36,-0.175
-0.36,-0.165
-0.36,-0.175
-0.37,-0.18
-0.36,-0.18
-0.35,-0.165
-0.35,-0.17
-0.34,-0.16
-0.35,-0.175
-0.36,-0.195
-0.37,-0.175
-0.355,-0.16
-0.35,-0.165
-0.355,-0.15
-0.36,-0.18
-0.375,-0.18
-0.38,-0.17
-0.365,-0.165
-0.355,-0.17
-0.36,-0.15
-0.37,-0.16
-0.38,-0.18
-0.375,-0.16
-0.365,-0.16
-0.355,-0.16
-0.35,-0.16
-0.37,-0.175
-0.37,-0.17
-0.38,-0.16
-0.36,-0.145
-0.355,-0.15
-0.345,-0.16
-0.35,-0.175
-0.36,-0.18
-0.365,-0.175
-0.345,-0.16
-0.345,-0.16
-0.345,-0.16
-0.35,-0.165
-0.36,-0.175
-0.36,-0.17
-0.34,-0.16
-0.35,-0.165
-0.35,-0.16
-0.365,-0.18
-0.365,-0.18
-0.37,-0.175
-0.355,-0.18
-0.345,-0.16
-0.355,-0.165
-0.36,-0.185
-0.365,-0.19
-0.37,-0.19
-0.36,-0.185
-0.35,-0.19
-0.35,-0.195
-0.355,-0.2
-0.365,-0.21
-0.365,-0.21
-0.36,-0.21
-0.35,-0.215
-0.34,-0.22
-0.345,-0.24
-0.365,-0.255
-0.365,-0.25
-0.35,-0.245
-0.35,-0.235
-0.345,-0.245
-0.355,-0.26
-0.365,-0.27
-0.365,-0.27
-0.355,-0.275
-0.35,-0.27
-0.35,-0.27
-0.365,-0.28
-0.375,-0.28
-0.38,-0.285
-0.365,-0.285
-0.365,-0.275
-0.37,-0.27
-0.38,-0.28
-0.385,-0.28
-0.385,-0.255
-0.37,-0.245
-0.37,-0.24
-0.36,-0.22
-0.355,-0.23
-0.355,-0.22
-0.36,-0.215
-0.345,-0.19
-0.325,-0.175
-0.32,-0.16
-0.31,-0.15
-0.305,-0.165
-0.295,-0.145
-0.29,-0.13
-0.27,-0.135
-0.26,-0.115
-0.26,-0.115
-0.265,-0.12
-0.265,-0.115
-0.26,-0.09
-0.245,-0.095
-0.25,-0.095
-0.245,-0.115
-0.255,-0.12
-0.26,-0.1
-0.245,-0.085
-0.25,-0.08
-0.245,-0.085
-0.245,-0.115
-0.255,-0.115
-0.265,-0.11
-0.25,-0.1
-0.25,-0.085
-0.245,-0.095
-0.25,-0.115
-0.25,-0.12
-0.255,-0.105
-0.255,-0.095
-0.24,-0.095
-0.245,-0.095
-0.25,-0.105
-0.26,-0.11
-0.26,-0.105
-0.25,-0.11
-0.24,-0.1
-0.245,-0.1
-0.25,-0.105
-0.26,-0.12
-0.255,-0.115
-0.255,-0.12
-0.245,-0.105
-0.25,-0.11
-0.26,-0.13
-0.27,-0.13
-0.275,-0.115
-0.28,-0.11
-0.26,-0.11
-0.275,-0.11
-0.27,-0.135
-0.27,-0.135
-0.27,-0.13
-0.27,-0.11
-0.27,-0.115
-0.275,-0.115
-0.27,-0.125
-0.29,-0.125
-0.29,-0.14
-0.275,-0.13
-0.27,-0.125
-0.28,-0.13
-0.285,-0.13
-0.295,-0.14
-0.28,-0.135
-0.28,-0.13
-0.275,-0.13
-0.27,-0.125
-0.285,-0.14
-0.295,-0.14
-0.29,-0.135
-0.275,-0.135
-0.275,-0.125
-0.285,-0.135
-0.29,-0.145
-0.295,-0.15
-0.295,-0.14
-0.28,-0.135
-0.285,-0.125
-0.285,-0.145
-0.29,-0.13
-0.29,-0.16
-0.3,-0.15
-0.285,-0.13
-0.28,-0.13
-0.285,-0.13
-0.285,-0.145
-0.3,-0.145
-0.305,-0.145
-0.285,-0.13
-0.275,-0.12
-0.28,-0.12
-0.29,-0.135
-0.295,-0.15
-0.295,-0.145
-0.28,-0.14
-0.26,-0.12
-0.27,-0.115
-0.275,-0.135
-0.275,-0.145
-0.285,-0.13
-0.28,-0.125
-0.27,-0.13
-0.28,-0.12
-0.285,-0.13
-0.29,-0.135
-0.29,-0.125
-0.275,-0.125
-0.26,-0.11
-0.255,-0.125
-0.26,-0.135
-0.245,-0.145
-0.24,-0.125
-0.23,-0.11
-0.21,-0.095
-0.21,-0.11
-0.2,-0.1
-0.2,-0.11
-0.195,-0.11
-0.18,-0.09
-0.16,-0.08
-0.16,-0.085
-0.15,-0.085
-0.15,-0.075
-0.165,-0.08
-0.16,-0.065
-0.155,-0.055
-0.165,-0.07
-0.175,-0.06
-0.19,-0.07
-0.205,-0.065
-0.18,-0.065
-0.175,-0.06
-0.195,-0.075
-0.21,-0.07
-0.21,-0.085
-0.18,-0.085
-0.16,-0.08
-0.14,-0.08
-0.13,-0.085
-0.15,-0.095
-0.19,-0.105
-0.2,-0.095
-0.205,-0.075
-0.22,-0.08
-0.22,-0.09
-0.225,-0.12
-0.245,-0.125
-0.26,-0.12
-0.28,-0.11
-0.265,-0.095
-0.27,-0.105
-0.29,-0.115
-0.3,-0.13
-0.3,-0.135
-0.29,-0.125
-0.285,-0.125
-0.285,-0.125
-0.305,-0.13
-0.31,-0.14
-0.32,-0.135
-0.315,-0.11
-0.31,-0.12
-0.31,-0.115
-0.315,-0.125
-0.325,-0.13
-0.32,-0.125
-0.315,-0.11
-0.3,-0.125
-0.305,-0.12
-0.315,-0.14
-0.32,-0.14
-0.34,-0.145
-0.315,-0.155
-0.315,-0.16
-0.325,-0.18
-0.345,-0.2
-0.39,-0.23
-0.42,-0.25
-0.42,-0.265
-0.41,-0.265
-0.44,-0.225
-0.49,-0.15
-0.525,-0.04
-0.505,0.075
-0.41,0.15
-0.285,0.21
-0.17,0.305
-0.02,0.39
0.195,0.47
0.455,0.57
0.705,0.565
0.84,0.37
0.855,0.055
0.73,-0.205
0.445,-0.295
0.07,-0.26
-0.245,-0.2
-0.44,-0.195
-0.5,-0.185
-0.475,-0.175
-0.43,-0.195
-0.39,-0.18
-0.37,-0.17
-0.35,-0.165
-0.34,-0.18
-0.355,-0.175
-0.35,-0.18
-0.35,-0.17
-0.35,-0.155
-0.35,-0.155
-0.34,-0.16
-0.355,-0.165
-0.365,-0.18
-0.365,-0.175
-0.365,-0.17
-0.355,-0.16
-0.36,-0.155
-0.37,-0.16
-0.375,-0.17
-0.385,-0.17
-0.38,-0.155
-0.355,-0.145
-0.365,-0.155
-0.36,-0.17
-0.375,-0.175
-0.385,-0.165
-0.38,-0.145
-0.36,-0.145
-0.365,-0.155
-0.365,-0.16
-0.375,-0.18
-0.36,-0.165
-0.355,-0.155
-0.34,-0.15
-0.335,-0.155
-0.35,-0.17
-0.37,-0.185
-0.37,-0.17
-0.37,-0.165
-0.35,-0.17
-0.355,-0.175
-0.365,-0.175
-0.39,-0.18
-0.385,-0.175
-0.375,-0.165
-0.36,-0.145
-0.355,-0.16
-0.36,-0.17
-0.375,-0.18
-0.375,-0.17
-0.36,-0.155
-0.355,-0.155
-0.36,-0.155
-0.36,-0.165
-0.37,-0.175
-0.37,-0.175
-0.36,-0.16
-0.35,-0.165
-0.34,-0.17
-0.345,-0.185
-0.35,-0.2
-0.36,-0.185
-0.35,-0.18
-0.345,-0.18
-0.345,-0.185
-0.345,-0.2
-0.35,-0.195
-0.345,-0.19
-0.34,-0.18
-0.32,-0.185
-0.335,-0.19
-0.335,-0.195
-0.345,-0.21
-0.36,-0.21
-0.355,-0.21
-0.35,-0.2
-0.35,-0.225
-0.355,-0.23
-0.355,-0.24
-0.375,-0.245
-0.36,-0.24
-0.355,-0.235
-0.375,-0.245
-0.38,-0.25
-0.395,-0.28
-0.395,-0.27
-0.385,-0.27
-0.375,-0.265
-0.37,-0.265
-0.365,-0.275
-0.375,-0.28
-0.39,-0.275
-0.375,-0.27
-0.37,-0.26
-0.36,-0.255
-0.37,-0.27
-0.37,-0.27
-0.375,-0.245
-0.365,-0.235
-0.355,-0.22
-0.35,-0.225
-0.355,-0.225
-0.36,-0.225
-0.34,-0.21
-0.335,-0.185
-0.325,-0.175
-0.32,-0.16
-0.32,-0.16
-0.315,-0.17
-0.31,-0.155
-0.29,-0.145
-0.285,-0.14
-0.29,-0.14
-0.28,-0.145
-0.285,-0.135
-0.275,-0.145
-0.265,-0.135
-0.25,-0.135
-0.25,-0.145
-0.265,-0.145
-0.275,-0.16
-0.28,-0.15
-0.27,-0.125
-0.265,-0.125
-0.265,-0.135
-0.275,-0.145
-0.275,-0.155
-0.275,-0.155
-0.28,-0.145
-0.27,-0.135
-0.265,-0.14
-0.275,-0.15
-0.285,-0.15
-0.295,-0.15
-0.29,-0.14
-0.28,-0.14
-0.265,-0.14
-0.29,-0.165
-0.29,-0.17
-0.285,-0.16
-0.275,-0.16
-0.265,-0.155
-0.265,-0.135
-0.28,-0.16
-0.29,-0.17
-0.285,-0.16
-0.275,-0.155
-0.275,-0.145
-0.28,-0.145
-0.29,-0.17
-0.305,-0.175
-0.31,-0.175
-0.305,-0.155
-0.295,-0.155
-0.3,-0.16
-0.315,-0.17
-0.31,-0.17
-0.315,-0.17
-0.315,-0.16
-0.295,-0.155
-0.29,-0.165
-0.29,-0.175
-0.305,-0.17
-0.31,-0.175
-0.3,-0.16
-0.295,-0.16
-0.295,-0.155
-0.295,-0.185
-0.295,-0.195
-0.315,-0.195
-0.315,-0.185
-0.31,-0.18
-0.3,-0.185
-0.305,-0.2
-0.32,-0.2
-0.335,-0.195
-0.315,-0.17
-0.31,-0.18
-0.32,-0.185
-0.33,-0.2
-0.335,-0.195
-0.345,-0.19
-0.325,-0.19
-0.31,-0.185
-0.315,-0.18
-0.315,-0.195
-0.33,-0.19
-0.335,-0.195
-0.335,-0.185
-0.325,-0.19
-0.325,-0.185
-0.335,-0.19
-0.34,-0.2
-0.335,-0.175
-0.315,-0.18
-0.31,-0.18
-0.32,-0.19
-0.315,-0.19
-0.33,-0.2
-0.32,-0.2
-0.325,-0.185
-0.315,-0.175
-0.315,-0.18
-0.32,-0.205
-0.325,-0.2
-0.325,-0.19
-0.325,-0.19
-0.315,-0.185
-0.3,-0.2
-0.295,-0.205
-0.295,-0.215
-0.295,-0.19
-0.285,-0.17
-0.27,-0.17
-0.25,-0.16
-0.25,-0.175
-0.255,-0.16
-0.245,-0.145
-0.225,-0.14
-0.205,-0.145
-0.195,-0.15
-0.2,-0.16
-0.21,-0.175
-0.22,-0.15
-0.215,-0.145
-0.2,-0.13
-0.205,-0.12
-0.21,-0.13
-0.23,-0.14
-0.24,-0.13
-0.245,-0.14
-0.24,-0.13
-0.255,-0.14
-0.26,-0.145
-0.25,-0.17
-0.24,-0.155
-0.225,-0.155
-0.225,-0.145
-0.27,-0.165
-0.28,-0.18
-0.3,-0.19
-0.325,-0.19
-0.325,-0.175
-0.325,-0.165
-0.33,-0.18
-0.335,-0.2
-0.35,-0.215
-0.355,-0.21
-0.34,-0.205
-0.335,-0.19
-0.34,-0.2
-0.345,-0.205
-0.36,-0.21
-0.37,-0.195
-0.37,-0.19
-0.355,-0.185
-0.35,-0.205
-0.375,-0.21
-0.37,-0.205
-0.365,-0.19
-0.365,-0.19
-0.35,-0.185
-0.34,-0.19
-0.365,-0.2
-0.37,-0.215
-0.38,-0.205
-0.37,-0.195
-0.37,-0.2
-0.38,-0.23
-0.385,-0.255
-0.415,-0.28
-0.45,-0.3
-0.465,-0.305
-0.465,-0.315
-0.48,-0.285
-0.525,-0.235
-0.57,-0.15
-0.565,-0.045
-0.465,0.025
-0.345,0.08
-0.205,0.17
-0.015,0.26
0.24,0.38
0.505,0.45
0.735,0.36
0.835,0.115
0.785,-0.18
0.56,-0.355
0.195,-0.385
-0.175,-0.33
-0.43,-0.27
-0.535,-0.25
-0.545,-0.245
-0.505,-0.24
-0.47,-0.26
-0.445,-0.27
-0.435,-0.25
-0.42,-0.24
-0.42,-0.225
-0.4,-0.22
-0.41,-0.24
-0.405,-0.245
-0.385,-0.23
-0.38,-0.235
-0.39,-0.24
-0.415,-0.245
-0.42,-0.245
-0.41,-0.245
-0.42,-0.25
-0.415,-0.23
-0.41,-0.225
-0.415,-0.235
-0.42,-0.25
-0.42,-0.245
-0.42,-0.23
-0.415,-0.225
-0.41,-0.225
-0.415,-0.24
-0.415,-0.235
-0.44,-0.23
-0.43,-0.235
